project,module,document_id,source_type,mean_fields_per_run,total_fields,n_runs
VOICE,Composition,physionet_3_1_0,data resource,6.83,41,6
VOICE,Composition,physionet_pediatric_1_1_0,data resource,2.17,13,6
VOICE,Composition,documentation_repository,documentation,1.5,9,6
VOICE,Composition,project_documentation,documentation,26.5,159,6
VOICE,Composition,data_transfer_use_agreement,DUA,0.33,2,6
VOICE,Composition,irb_protocol,IRB,1.83,11,6
VOICE,Composition,feasibility_publication,publication,0.33,2,6
VOICE,Composition,audiomics_white_paper,white paper,0.17,1,6
VOICE,Composition,nih_reporter_project,NIH project page,0.0,0,6
VOICE,Composition,bundle preamble,bundle preamble,0.0,0,6
VOICE,Collection,physionet_1_1,data resource,0.33,2,6
VOICE,Collection,physionet_3_0_0,data resource,0.67,4,6
VOICE,Collection,physionet_3_1_0,data resource,1.67,10,6
VOICE,Collection,physionet_pediatric_1_1_0,data resource,0.17,1,6
VOICE,Collection,documentation_repository,documentation,0.0,0,6
VOICE,Collection,project_documentation,documentation,7.67,46,6
VOICE,Collection,data_transfer_use_agreement,DUA,0.5,3,6
VOICE,Collection,irb_protocol,IRB,0.67,4,6
VOICE,Collection,feasibility_publication,publication,0.17,1,6
VOICE,Collection,audiomics_white_paper,white paper,0.0,0,6
VOICE,Collection,nih_reporter_project,NIH project page,0.0,0,6
VOICE,Collection,bundle preamble,bundle preamble,0.0,0,6
VOICE,Preprocessing,physionet_1_1,data resource,0.67,4,6
VOICE,Preprocessing,physionet_3_0_0,data resource,0.33,2,6
VOICE,Preprocessing,physionet_3_1_0,data resource,5.33,32,6
VOICE,Preprocessing,physionet_pediatric_1_1_0,data resource,0.0,0,6
VOICE,Preprocessing,documentation_repository,documentation,0.0,0,6
VOICE,Preprocessing,project_documentation,documentation,5.83,35,6
VOICE,Preprocessing,data_transfer_use_agreement,DUA,0.0,0,6
VOICE,Preprocessing,irb_protocol,IRB,0.0,0,6
VOICE,Preprocessing,feasibility_publication,publication,0.0,0,6
VOICE,Preprocessing,audiomics_white_paper,white paper,0.0,0,6
VOICE,Preprocessing,nih_reporter_project,NIH project page,0.0,0,6
VOICE,Preprocessing,bundle preamble,bundle preamble,0.0,0,6
VOICE,Uses,physionet_1_1,data resource,0.0,0,6
VOICE,Uses,physionet_3_0_0,data resource,0.0,0,6
VOICE,Uses,physionet_3_1_0,data resource,0.0,0,6
VOICE,Uses,physionet_pediatric_1_1_0,data resource,0.0,0,6
VOICE,Uses,documentation_repository,documentation,0.0,0,6
VOICE,Uses,project_documentation,documentation,6.67,40,6
VOICE,Uses,data_transfer_use_agreement,DUA,1.33,8,6
VOICE,Uses,irb_protocol,IRB,0.0,0,6
VOICE,Uses,feasibility_publication,publication,0.17,1,6
VOICE,Uses,audiomics_white_paper,white paper,0.17,1,6
VOICE,Uses,nih_reporter_project,NIH project page,0.0,0,6
VOICE,Uses,bundle preamble,bundle preamble,0.0,0,6
VOICE,Distribution,physionet_1_1,data resource,0.17,1,6
VOICE,Distribution,physionet_3_0_0,data resource,0.83,5,6
VOICE,Distribution,physionet_3_1_0,data resource,1.33,8,6
VOICE,Distribution,physionet_pediatric_1_1_0,data resource,0.0,0,6
VOICE,Distribution,documentation_repository,documentation,0.0,0,6
VOICE,Distribution,project_documentation,documentation,1.0,6,6
VOICE,Distribution,data_transfer_use_agreement,DUA,0.17,1,6
VOICE,Distribution,irb_protocol,IRB,0.0,0,6
VOICE,Distribution,feasibility_publication,publication,0.0,0,6
VOICE,Distribution,audiomics_white_paper,white paper,0.0,0,6
VOICE,Distribution,nih_reporter_project,NIH project page,0.0,0,6
VOICE,Distribution,bundle preamble,bundle preamble,0.0,0,6
VOICE,Data Governance,physionet_1_1,data resource,0.33,2,6
VOICE,Data Governance,physionet_3_0_0,data resource,0.33,2,6
VOICE,Data Governance,physionet_3_1_0,data resource,0.67,4,6
VOICE,Data Governance,physionet_pediatric_1_1_0,data resource,0.0,0,6
VOICE,Data Governance,documentation_repository,documentation,0.0,0,6
VOICE,Data Governance,project_documentation,documentation,3.17,19,6
VOICE,Data Governance,data_transfer_use_agreement,DUA,4.67,28,6
VOICE,Data Governance,irb_protocol,IRB,0.0,0,6
VOICE,Data Governance,feasibility_publication,publication,0.0,0,6
VOICE,Data Governance,audiomics_white_paper,white paper,0.0,0,6
VOICE,Data Governance,nih_reporter_project,NIH project page,0.0,0,6
VOICE,Data Governance,bundle preamble,bundle preamble,0.0,0,6
VOICE,Maintenance,physionet_1_1,data resource,1.83,11,6
VOICE,Maintenance,physionet_3_0_0,data resource,2.0,12,6
VOICE,Maintenance,physionet_3_1_0,data resource,2.83,17,6
VOICE,Maintenance,physionet_pediatric_1_1_0,data resource,0.17,1,6
VOICE,Maintenance,documentation_repository,documentation,0.0,0,6
VOICE,Maintenance,project_documentation,documentation,4.83,29,6
VOICE,Maintenance,data_transfer_use_agreement,DUA,1.0,6,6
VOICE,Maintenance,irb_protocol,IRB,1.0,6,6
VOICE,Maintenance,feasibility_publication,publication,0.0,0,6
VOICE,Maintenance,audiomics_white_paper,white paper,0.0,0,6
VOICE,Maintenance,nih_reporter_project,NIH project page,0.0,0,6
VOICE,Maintenance,bundle preamble,bundle preamble,0.0,0,6
VOICE,Ethics,physionet_1_1,data resource,0.0,0,6
VOICE,Ethics,physionet_3_0_0,data resource,0.0,0,6
VOICE,Ethics,physionet_3_1_0,data resource,0.67,4,6
VOICE,Ethics,physionet_pediatric_1_1_0,data resource,0.17,1,6
VOICE,Ethics,documentation_repository,documentation,0.0,0,6
VOICE,Ethics,project_documentation,documentation,2.83,17,6
VOICE,Ethics,data_transfer_use_agreement,DUA,0.0,0,6
VOICE,Ethics,irb_protocol,IRB,1.17,7,6
VOICE,Ethics,feasibility_publication,publication,0.0,0,6
VOICE,Ethics,audiomics_white_paper,white paper,0.0,0,6
VOICE,Ethics,nih_reporter_project,NIH project page,0.0,0,6
VOICE,Ethics,bundle preamble,bundle preamble,0.0,0,6
VOICE,Human,physionet_1_1,data resource,0.17,1,6
VOICE,Human,physionet_3_0_0,data resource,0.0,0,6
VOICE,Human,physionet_3_1_0,data resource,0.67,4,6
VOICE,Human,physionet_pediatric_1_1_0,data resource,0.0,0,6
VOICE,Human,documentation_repository,documentation,0.0,0,6
VOICE,Human,project_documentation,documentation,4.5,27,6
VOICE,Human,data_transfer_use_agreement,DUA,0.33,2,6
VOICE,Human,irb_protocol,IRB,6.83,41,6
VOICE,Human,feasibility_publication,publication,0.17,1,6
VOICE,Human,audiomics_white_paper,white paper,0.0,0,6
VOICE,Human,nih_reporter_project,NIH project page,0.17,1,6
VOICE,Human,bundle preamble,bundle preamble,0.0,0,6
VOICE,Variables,physionet_1_1,data resource,0.0,0,6
VOICE,Variables,physionet_3_0_0,data resource,0.33,2,6
VOICE,Variables,physionet_3_1_0,data resource,1.67,10,6
VOICE,Variables,physionet_pediatric_1_1_0,data resource,0.0,0,6
VOICE,Variables,documentation_repository,documentation,0.0,0,6
VOICE,Variables,project_documentation,documentation,0.17,1,6
VOICE,Variables,data_transfer_use_agreement,DUA,0.0,0,6
VOICE,Variables,irb_protocol,IRB,0.0,0,6
VOICE,Variables,feasibility_publication,publication,0.0,0,6
VOICE,Variables,audiomics_white_paper,white paper,0.0,0,6
VOICE,Variables,nih_reporter_project,NIH project page,0.0,0,6
VOICE,Variables,bundle preamble,bundle preamble,0.0,0,6
VOICE,FileCollection,physionet_1_1,data resource,0.0,0,6
VOICE,FileCollection,physionet_3_0_0,data resource,0.0,0,6
VOICE,FileCollection,physionet_3_1_0,data resource,5.17,31,6
VOICE,FileCollection,physionet_pediatric_1_1_0,data resource,0.0,0,6
VOICE,FileCollection,documentation_repository,documentation,0.0,0,6
VOICE,FileCollection,project_documentation,documentation,0.5,3,6
VOICE,FileCollection,data_transfer_use_agreement,DUA,0.0,0,6
VOICE,FileCollection,irb_protocol,IRB,0.0,0,6
VOICE,FileCollection,feasibility_publication,publication,0.0,0,6
VOICE,FileCollection,audiomics_white_paper,white paper,0.0,0,6
VOICE,FileCollection,nih_reporter_project,NIH project page,0.0,0,6
VOICE,FileCollection,bundle preamble,bundle preamble,0.0,0,6
VOICE,Dataset (top level),physionet_1_1,data resource,0.17,1,6
VOICE,Dataset (top level),physionet_3_0_0,data resource,0.0,0,6
VOICE,Dataset (top level),physionet_3_1_0,data resource,2.67,16,6
VOICE,Dataset (top level),physionet_pediatric_1_1_0,data resource,0.17,1,6
VOICE,Dataset (top level),documentation_repository,documentation,0.0,0,6
VOICE,Dataset (top level),project_documentation,documentation,3.33,20,6
VOICE,Dataset (top level),data_transfer_use_agreement,DUA,0.0,0,6
VOICE,Dataset (top level),irb_protocol,IRB,0.83,5,6
VOICE,Dataset (top level),feasibility_publication,publication,0.33,2,6
VOICE,Dataset (top level),audiomics_white_paper,white paper,0.67,4,6
VOICE,Dataset (top level),nih_reporter_project,NIH project page,0.17,1,6
VOICE,Dataset (top level),bundle preamble,bundle preamble,0.0,0,6
