label,project,cohort,rep,module,document_id,source_type,fields
2026-09-01_claude-opus-5-api-generic-v7_rep2,AI_READI,v7,2,Variables,bmj_protocol_publication,publication,11
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Collection,cohort_2_webinar,tutorial,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Collection,github_organization_overview,historical documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Collection,nih_reporter_project,NIH project page,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Collection,project_documentation,documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Composition,cohort_2_webinar,tutorial,5
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Composition,github_organization_overview,historical documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Composition,nih_reporter_project,NIH project page,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Composition,project_documentation,documentation,4
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Data Governance,cohort_2_webinar,tutorial,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Data Governance,github_organization_overview,historical documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Dataset (top level),github_organization_overview,historical documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Dataset (top level),project_documentation,documentation,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Distribution,cohort_2_webinar,tutorial,8
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Ethics,github_organization_overview,historical documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Ethics,nih_reporter_project,NIH project page,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Ethics,project_documentation,documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Human,nih_reporter_project,NIH project page,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Maintenance,github_organization_overview,historical documentation,3
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Maintenance,project_documentation,documentation,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Metadata (Information),nih_reporter_project,NIH project page,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Motivation,github_organization_overview,historical documentation,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Motivation,nih_reporter_project,NIH project page,10
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Motivation,project_documentation,documentation,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Preprocessing,github_organization_overview,historical documentation,4
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Preprocessing,nih_reporter_project,NIH project page,3
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Uses,cohort_2_webinar,tutorial,3
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,v7,2,Uses,nih_reporter_project,NIH project page,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Collection,biorxiv_preprint,preprint,6
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Collection,june_2026_dataverse_release,data resource,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Collection,march_2025_dataverse_release,historical data release,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Collection,october_2025_dataverse_release,data resource,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Composition,biorxiv_preprint,preprint,4
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Composition,data_release_documentation,documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Composition,june_2025_dataverse_release,historical data release,5
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Composition,june_2026_dataverse_release,data resource,3
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Composition,march_2025_dataverse_release,historical data release,5
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Composition,nature_publication,publication,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Composition,october_2025_dataverse_release,data resource,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Data Governance,biorxiv_preprint,preprint,4
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Data Governance,dataset_license,license,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Data Governance,june_2025_dataverse_release,historical data release,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Dataset (top level),biorxiv_preprint,preprint,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Dataset (top level),data_release_documentation,documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Dataset (top level),june_2026_dataverse_release,data resource,4
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Dataset (top level),nature_publication,publication,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Dataset (top level),project_documentation,documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Distribution,october_2025_dataverse_release,data resource,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,FileCollection,june_2026_dataverse_release,data resource,10
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,FileCollection,october_2025_dataverse_release,data resource,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Human,june_2025_dataverse_release,historical data release,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Maintenance,data_release_documentation,documentation,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Maintenance,june_2025_dataverse_release,historical data release,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Maintenance,june_2026_dataverse_release,data resource,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Maintenance,nature_publication,publication,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Maintenance,project_documentation,documentation,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Metadata (Information),data_release_documentation,documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Metadata (Information),june_2026_dataverse_release,data resource,6
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Metadata (Information),march_2025_dataverse_release,historical data release,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Motivation,biorxiv_preprint,preprint,6
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Motivation,june_2026_dataverse_release,data resource,4
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Motivation,march_2025_dataverse_release,historical data release,3
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Motivation,nature_publication,publication,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Motivation,nih_reporter_project,NIH project page,7
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Motivation,project_documentation,documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Preprocessing,biorxiv_preprint,preprint,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Preprocessing,nature_publication,publication,10
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Uses,biorxiv_preprint,preprint,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Uses,june_2025_dataverse_release,historical data release,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Uses,june_2026_dataverse_release,data resource,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,v7,2,Uses,nature_publication,publication,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Collection,physionet_3_0_0,data resource,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Collection,physionet_3_1_0,data resource,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Collection,project_documentation,documentation,7
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Composition,documentation_repository,documentation,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Composition,irb_protocol,IRB,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Composition,physionet_1_1,data resource,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Composition,physionet_3_0_0,data resource,4
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Composition,physionet_3_1_0,data resource,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Composition,physionet_pediatric_1_1_0,data resource,3
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Composition,project_documentation,documentation,22
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Data Governance,data_transfer_use_agreement,DUA,3
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Data Governance,physionet_3_0_0,data resource,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Data Governance,project_documentation,documentation,3
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Dataset (top level),physionet_3_1_0,data resource,3
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Dataset (top level),project_documentation,documentation,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Distribution,physionet_3_0_0,data resource,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Distribution,physionet_3_1_0,data resource,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Distribution,project_documentation,documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Ethics,physionet_3_1_0,data resource,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Ethics,project_documentation,documentation,3
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Human,irb_protocol,IRB,6
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Human,nih_reporter_project,NIH project page,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Human,project_documentation,documentation,3
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Maintenance,data_transfer_use_agreement,DUA,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Maintenance,irb_protocol,IRB,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Maintenance,physionet_1_1,data resource,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Maintenance,physionet_3_0_0,data resource,3
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Maintenance,physionet_3_1_0,data resource,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Maintenance,project_documentation,documentation,5
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Metadata (Information),physionet_3_1_0,data resource,4
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Metadata (Information),project_documentation,documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Motivation,audiomics_white_paper,white paper,4
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Motivation,feasibility_publication,publication,4
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Motivation,irb_protocol,IRB,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Motivation,nih_reporter_project,NIH project page,2
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Motivation,project_documentation,documentation,3
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Preprocessing,physionet_3_0_0,data resource,1
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Preprocessing,physionet_3_1_0,data resource,4
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Preprocessing,project_documentation,documentation,5
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Uses,data_transfer_use_agreement,DUA,3
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Uses,project_documentation,documentation,5
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,v7,2,Variables,physionet_3_1_0,data resource,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Collection,bmj_protocol_publication,publication,9
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Collection,fairhub_dataset_v3_api,structured metadata,14
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Collection,irb_protocol,IRB,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Collection,nature_metabolism_publication,publication,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Collection,ro_crate_metadata,RO-Crate,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Composition,bmj_protocol_publication,publication,3
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Composition,dataset_documentation_v3,documentation,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Composition,fairhub_dataset,data resource,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Composition,fairhub_dataset_v3_api,structured metadata,19
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Composition,irb_protocol,IRB,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Composition,ro_crate_metadata,RO-Crate,6
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Data Governance,bmj_protocol_publication,publication,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Data Governance,dataset_documentation_v3,documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Data Governance,dataset_license,license,4
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Data Governance,fairhub_dataset,data resource,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Data Governance,fairhub_dataset_v3_api,structured metadata,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Data Governance,ro_crate_metadata,RO-Crate,4
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Dataset (top level),dataset_documentation_v3,documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Dataset (top level),fairhub_dataset_v3_api,structured metadata,5
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Dataset (top level),irb_protocol,IRB,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Dataset (top level),nature_metabolism_publication,publication,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Dataset (top level),nih_reporter_project,NIH project page,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Dataset (top level),ro_crate_metadata,RO-Crate,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Distribution,fairhub_dataset_v3_api,structured metadata,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Ethics,bmj_protocol_publication,publication,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Ethics,fairhub_dataset_v3_api,structured metadata,4
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Ethics,ro_crate_metadata,RO-Crate,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,FileCollection,fairhub_dataset_v3_api,structured metadata,16
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Human,bmj_protocol_publication,publication,3
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Human,fairhub_dataset_v3_api,structured metadata,4
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Human,irb_protocol,IRB,5
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Human,nature_metabolism_publication,publication,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Human,ro_crate_metadata,RO-Crate,3
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Maintenance,fairhub_dataset,data resource,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Maintenance,fairhub_dataset_v3,data resource,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Maintenance,fairhub_dataset_v3_api,structured metadata,6
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Metadata (Information),fairhub_dataset_v3,data resource,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Metadata (Information),fairhub_dataset_v3_api,structured metadata,9
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Metadata (Information),nature_metabolism_publication,publication,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Metadata (Information),ro_crate_metadata,RO-Crate,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Motivation,bmj_protocol_publication,publication,3
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Motivation,fairhub_dataset_v3_api,structured metadata,4
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Motivation,nature_metabolism_publication,publication,4
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Motivation,nih_reporter_project,NIH project page,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Motivation,ro_crate_metadata,RO-Crate,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Preprocessing,bmj_protocol_publication,publication,3
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Preprocessing,fairhub_dataset_v3_api,structured metadata,5
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Preprocessing,nature_metabolism_publication,publication,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Uses,dataset_license,license,7
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Uses,fairhub_dataset_v3_api,structured metadata,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Variables,bmj_protocol_publication,publication,5
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Variables,fairhub_dataset_v3_api,structured metadata,4
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,v7,3,Variables,ro_crate_metadata,RO-Crate,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Collection,cohort_2_webinar,tutorial,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Collection,github_organization_overview,historical documentation,3
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Collection,nih_reporter_project,NIH project page,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Collection,project_documentation,documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Composition,cohort_2_webinar,tutorial,15
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Composition,github_organization_overview,historical documentation,5
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Composition,nih_reporter_project,NIH project page,5
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Composition,project_documentation,documentation,7
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Data Governance,cohort_2_webinar,tutorial,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Data Governance,github_organization_overview,historical documentation,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Data Governance,nih_reporter_project,NIH project page,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Data Governance,project_documentation,documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Dataset (top level),project_documentation,documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Ethics,nih_reporter_project,NIH project page,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Ethics,project_documentation,documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Maintenance,github_organization_overview,historical documentation,4
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Maintenance,project_documentation,documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Metadata (Information),cohort_2_webinar,tutorial,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Metadata (Information),github_organization_overview,historical documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Metadata (Information),nih_reporter_project,NIH project page,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Metadata (Information),project_documentation,documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Motivation,cohort_2_webinar,tutorial,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Motivation,github_organization_overview,historical documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Motivation,nih_reporter_project,NIH project page,10
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Motivation,project_documentation,documentation,3
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Preprocessing,github_organization_overview,historical documentation,6
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Preprocessing,nih_reporter_project,NIH project page,3
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Uses,cohort_2_webinar,tutorial,4
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Uses,github_organization_overview,historical documentation,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,v7,3,Uses,nih_reporter_project,NIH project page,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Collection,biorxiv_preprint,preprint,4
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Collection,june_2026_dataverse_release,data resource,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Collection,october_2025_dataverse_release,data resource,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Composition,biorxiv_preprint,preprint,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Composition,data_release_documentation,documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Composition,june_2025_dataverse_release,historical data release,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Composition,june_2026_dataverse_release,data resource,10
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Composition,march_2025_dataverse_release,historical data release,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Composition,october_2025_dataverse_release,data resource,3
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Data Governance,biorxiv_preprint,preprint,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Data Governance,dataset_license,license,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Data Governance,june_2026_dataverse_release,data resource,3
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Data Governance,march_2025_dataverse_release,historical data release,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Dataset (top level),biorxiv_preprint,preprint,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Dataset (top level),data_release_documentation,documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Dataset (top level),june_2026_dataverse_release,data resource,3
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Dataset (top level),march_2025_dataverse_release,historical data release,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Dataset (top level),project_documentation,documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Distribution,june_2026_dataverse_release,data resource,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Ethics,biorxiv_preprint,preprint,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,FileCollection,june_2026_dataverse_release,data resource,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Human,june_2026_dataverse_release,data resource,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Maintenance,data_release_documentation,documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Maintenance,june_2026_dataverse_release,data resource,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Metadata (Information),biorxiv_preprint,preprint,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Metadata (Information),june_2026_dataverse_release,data resource,6
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Motivation,biorxiv_preprint,preprint,5
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Motivation,june_2026_dataverse_release,data resource,3
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Motivation,nih_reporter_project,NIH project page,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Preprocessing,biorxiv_preprint,preprint,4
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Uses,biorxiv_preprint,preprint,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Uses,dataset_license,license,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,v7,3,Uses,june_2026_dataverse_release,data resource,3
2026-09-01_claude-opus-5-api-generic-v7_rep3,VOICE,v7,3,Collection,irb_protocol,IRB,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,VOICE,v7,3,Collection,physionet_3_1_0,data resource,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,VOICE,v7,3,Collection,project_documentation,documentation,7
2026-09-01_claude-opus-5-api-generic-v7_rep3,VOICE,v7,3,Composition,documentation_repository,documentation,1
2026-09-01_claude-opus-5-api-generic-v7_rep3,VOICE,v7,3,Composition,irb_protocol,IRB,2
2026-09-01_claude-opus-5-api-generic-v7_rep3,VOICE,v7,3,Composition,physionet_1_1,data resource,3
2026-09-01_claude-opus-5-api-generic-v7_rep3,VOICE,v7,3,Composition,physionet_3_0_0,data resource,3
