# d4d_module: D4D schema module containing this attribute
#
subject_id	subject_label	subject_category	d4d_module	predicate_id	object_id	object_label	mapping_justification	confidence	subject_source	object_source	subject_type	subject_multivalued	object_type	type_compatible	composition_path	structural_notes	warnings	d4d_module
d4d:EthicalReview/description	description	EthicalReview	D4D_Ethics	skos:exactMatch	description	description	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from EthicalReview		D4D_Ethics
d4d:DataProtectionImpact/name	name	DataProtectionImpact	D4D_Ethics	skos:exactMatch	name	name	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from DataProtectionImpact		D4D_Ethics
d4d:DataProtectionImpact/description	description	DataProtectionImpact	D4D_Ethics	skos:exactMatch	description	description	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from DataProtectionImpact		D4D_Ethics
d4d:CollectionNotification/name	name	CollectionNotification	D4D_Ethics	skos:exactMatch	name	name	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from CollectionNotification		D4D_Ethics
d4d:CollectionNotification/description	description	CollectionNotification	D4D_Ethics	skos:exactMatch	description	description	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from CollectionNotification		D4D_Ethics
d4d:CollectionConsent/name	name	CollectionConsent	D4D_Ethics	skos:exactMatch	name	name	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from CollectionConsent		D4D_Ethics
d4d:CollectionConsent/description	description	CollectionConsent	D4D_Ethics	skos:exactMatch	description	description	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from CollectionConsent		D4D_Ethics
d4d:ConsentRevocation/name	name	ConsentRevocation	D4D_Ethics	skos:exactMatch	name	name	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from ConsentRevocation		D4D_Ethics
d4d:ConsentRevocation/description	description	ConsentRevocation	D4D_Ethics	skos:exactMatch	description	description	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from ConsentRevocation		D4D_Ethics
d4d:HumanSubjectResearch/name	name	HumanSubjectResearch	D4D_Human	skos:exactMatch	name	name	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from HumanSubjectResearch		D4D_Human
d4d:HumanSubjectResearch/description	description	HumanSubjectResearch	D4D_Human	skos:exactMatch	description	description	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from HumanSubjectResearch		D4D_Human
d4d:InformedConsent/name	name	InformedConsent	D4D_Human	skos:exactMatch	name	name	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from InformedConsent		D4D_Human
d4d:InformedConsent/description	description	InformedConsent	D4D_Human	skos:exactMatch	description	description	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from InformedConsent		D4D_Human
d4d:ParticipantPrivacy/name	name	ParticipantPrivacy	D4D_Human	skos:exactMatch	name	name	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from ParticipantPrivacy		D4D_Human
d4d:ParticipantPrivacy/description	description	ParticipantPrivacy	D4D_Human	skos:exactMatch	description	description	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from ParticipantPrivacy		D4D_Human
d4d:HumanSubjectCompensation/name	name	HumanSubjectCompensation	D4D_Human	skos:exactMatch	name	name	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from HumanSubjectCompensation		D4D_Human
d4d:HumanSubjectCompensation/description	description	HumanSubjectCompensation	D4D_Human	skos:exactMatch	description	description	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from HumanSubjectCompensation		D4D_Human
d4d:VulnerablePopulations/name	name	VulnerablePopulations	Unknown	skos:exactMatch	name	name	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from VulnerablePopulations		Unknown
d4d:VulnerablePopulations/description	description	VulnerablePopulations	Unknown	skos:exactMatch	description	description	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from VulnerablePopulations		Unknown
d4d:LicenseAndUseTerms/name	name	LicenseAndUseTerms	D4D_Data_Governance	skos:exactMatch	name	name	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from LicenseAndUseTerms		D4D_Data_Governance
d4d:LicenseAndUseTerms/description	description	LicenseAndUseTerms	D4D_Data_Governance	skos:exactMatch	description	description	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from LicenseAndUseTerms		D4D_Data_Governance
d4d:IPRestrictions/name	name	IPRestrictions	D4D_Data_Governance	skos:exactMatch	name	name	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from IPRestrictions		D4D_Data_Governance
d4d:IPRestrictions/description	description	IPRestrictions	D4D_Data_Governance	skos:exactMatch	description	description	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from IPRestrictions		D4D_Data_Governance
d4d:ExportControlRegulatoryRestrictions/confidentiality_level	confidentiality_level	ExportControlRegulatoryRestrictions	D4D_Data_Governance	skos:exactMatch	confidentialityLevel	confidentialityLevel	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	ConfidentialityLevelEnum	False	str	True		Mapped via DatasetProperty hierarchy from ExportControlRegulatoryRestrictions		D4D_Data_Governance
d4d:ExportControlRegulatoryRestrictions/name	name	ExportControlRegulatoryRestrictions	D4D_Data_Governance	skos:exactMatch	name	name	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from ExportControlRegulatoryRestrictions		D4D_Data_Governance
d4d:ExportControlRegulatoryRestrictions/description	description	ExportControlRegulatoryRestrictions	D4D_Data_Governance	skos:exactMatch	description	description	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from ExportControlRegulatoryRestrictions		D4D_Data_Governance
d4d:VariableMetadata/name	name	VariableMetadata	D4D_Variables	skos:exactMatch	name	name	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from VariableMetadata		D4D_Variables
d4d:VariableMetadata/description	description	VariableMetadata	D4D_Variables	skos:exactMatch	description	description	semapv:StructuralMapping	1.0	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True		Mapped via DatasetProperty hierarchy from VariableMetadata		D4D_Variables
d4d:Dataset/anomalies	anomalies	Dataset	Unknown	skos:closeMatch	d4d:dataAnomalies	d4d:dataAnomalies	semapv:StructuralMapping	0.7	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True	anomalies	Composition path: anomalies		Unknown
d4d:Dataset/anomaly_details	anomaly_details	Dataset	Unknown	skos:closeMatch	d4d:dataAnomalies	d4d:dataAnomalies	semapv:StructuralMapping	0.7	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True	anomalies.anomaly_details	Composition path: anomalies.anomaly_details		Unknown
d4d:Dataset/id	id	Dataset	Unknown	skos:closeMatch	d4d:dataAnomalies	d4d:dataAnomalies	semapv:StructuralMapping	0.7	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True	anomalies.id	Composition path: anomalies.id		Unknown
d4d:Dataset/name	name	Dataset	Unknown	skos:closeMatch	d4d:dataAnomalies	d4d:dataAnomalies	semapv:StructuralMapping	0.7	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True	anomalies.name	Composition path: anomalies.name		Unknown
d4d:Dataset/description	description	Dataset	Unknown	skos:closeMatch	d4d:dataAnomalies	d4d:dataAnomalies	semapv:StructuralMapping	0.7	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True	anomalies.description	Composition path: anomalies.description		Unknown
d4d:Dataset/used_software	used_software	Dataset	Unknown	skos:closeMatch	d4d:dataAnomalies	d4d:dataAnomalies	semapv:StructuralMapping	0.7	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True	anomalies.used_software	Composition path: anomalies.used_software		Unknown
d4d:DataSubset/anomalies	anomalies	DataSubset	Unknown	skos:closeMatch	d4d:dataAnomalies	d4d:dataAnomalies	semapv:StructuralMapping	0.7	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True	anomalies	Composition path: anomalies		Unknown
d4d:DataSubset/anomaly_details	anomaly_details	DataSubset	Unknown	skos:closeMatch	d4d:dataAnomalies	d4d:dataAnomalies	semapv:StructuralMapping	0.7	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True	anomalies.anomaly_details	Composition path: anomalies.anomaly_details		Unknown
d4d:DataSubset/id	id	DataSubset	Unknown	skos:closeMatch	d4d:dataAnomalies	d4d:dataAnomalies	semapv:StructuralMapping	0.7	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True	anomalies.id	Composition path: anomalies.id		Unknown
d4d:DataSubset/name	name	DataSubset	Unknown	skos:closeMatch	d4d:dataAnomalies	d4d:dataAnomalies	semapv:StructuralMapping	0.7	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True	anomalies.name	Composition path: anomalies.name		Unknown
d4d:DataSubset/description	description	DataSubset	Unknown	skos:closeMatch	d4d:dataAnomalies	d4d:dataAnomalies	semapv:StructuralMapping	0.7	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True	anomalies.description	Composition path: anomalies.description		Unknown
d4d:DataSubset/used_software	used_software	DataSubset	Unknown	skos:closeMatch	d4d:dataAnomalies	d4d:dataAnomalies	semapv:StructuralMapping	0.7	d4d:data_sheets_schema	rocrate:fairscape	string	False	str	True	anomalies.used_software	Composition path: anomalies.used_software		Unknown
